iter	MultiClass
308	0.01978724921
309	0.01972322055
310	0.01966893876
311	0.0195908766
312	0.01953294091
313	0.01947806463
314	0.01940695038
315	0.01934248304
316	0.01927662972
317	0.0192218731
318	0.01917571444
319	0.01909581587
320	0.0190098815
321	0.01891385949
322	0.0188574976
323	0.01880881868
324	0.01874770181
325	0.01866520921
326	0.01858836566
327	0.01853475007
328	0.01846940364
329	0.01843084118
330	0.01836926367
331	0.01830789057
332	0.01825179341
333	0.01818460939
334	0.01812558708
335	0.01808037279
336	0.01800623109
337	0.0179691563
338	0.01790793987
339	0.01786957206
340	0.01781398967
341	0.01774613928
342	0.01767611945
343	0.01759871522
344	0.01754416602
345	0.0175027
346	0.01745386135
347	0.01740884049
348	0.01734477721
349	0.01729923218
350	0.01725065066
351	0.01719350958
352	0.01714179063
353	0.01708919635
354	0.01702028357
355	0.01697267148
356	0.01689854521
357	0.01685263594
358	0.01681267668
359	0.01675543977
360	0.01669236869
361	0.0166381622
362	0.01659573175
363	0.01656099204
364	0.01650199362
365	0.01642442044
366	0.01636775427
367	0.01629417213
368	0.01626333044
369	0.01621387784
370	0.0161716974
371	0.01612768433
372	0.01608526715
373	0.01602147436
374	0.01598449161
375	0.0159464298
376	0.01589148164
377	0.01581649378
378	0.01575579133
379	0.01572480868
380	0.0156712483
381	0.01560698958
382	0.01554724018
383	0.01551040292
384	0.01547221335
385	0.015412682
386	0.01536317933
387	0.01532417397
388	0.01528587709
389	0.01524269662
390	0.01518692076
391	0.01515606962
392	0.01511649764
393	0.01508681058
394	0.01504628137
395	0.01501595321
396	0.01498182117
397	0.01493088797
398	0.01490306986
399	0.01485938025
400	0.01482828644
401	0.01477904716
402	0.01471553646
403	0.01466600427
404	0.01461173929
405	0.01458375521
406	0.01453644767
407	0.0144980699
408	0.01446469851
409	0.01442108317
410	0.01439159352
411	0.01435367851
412	0.01431308339
413	0.01427568963
414	0.01424562227
415	0.01420052366
416	0.01416242284
417	0.01413213934
418	0.01408372501
419	0.01404691613
420	0.01401379586
421	0.01398770082
422	0.01395350119
423	0.01391261019
424	0.01386707476
425	0.01383460223
426	0.0138127936
427	0.01378751098
428	0.01375688861
429	0.01371855985
430	0.01368296617
431	0.01365863816
432	0.01362825362
433	0.0135765925
434	0.01353844005
435	0.0135122753
436	0.01347543983
437	0.0134526565
438	0.0134210307
439	0.0133795626
440	0.01334010573
441	0.01331651365
442	0.01326707075
443	0.01322000634
444	0.01319645737
445	0.01315961862
446	0.01312050143
447	0.01309307747
448	0.01306495884
449	0.01304278222
450	0.01301288605
451	0.01295457486
452	0.0129336804
453	0.01290321331
454	0.0128762735
455	0.01283567547
456	0.01279002252
457	0.01276638041
458	0.01272814063
459	0.01270262267
460	0.01267655952
461	0.01264167516
462	0.01260546117
463	0.0125855498
464	0.01255665443
465	0.01252025899
466	0.01247968662
467	0.01245886273
468	0.01242750428
469	0.01240201454
470	0.01236651731
471	0.01232989728
472	0.01231253957
473	0.01229441009
474	0.0122607514
475	0.01223639906
476	0.01221669463
477	0.01218685534
478	0.01216690822
479	0.01214620745
480	0.01212103939
481	0.01209452301
482	0.01207168727
483	0.0120472976
484	0.01201264475
485	0.0119884629
486	0.01196284688
487	0.01194151057
488	0.01191147561
489	0.01188949403
490	0.01186525488
491	0.01181925351
492	0.01180074552
493	0.01176154446
494	0.01170410681
495	0.01168070463
496	0.01165364316
497	0.01162971294
498	0.01160318989
499	0.01157087282
500	0.01155386836
501	0.01151973917
502	0.01150166154
503	0.01147492852
504	0.01144594412
505	0.01140457804
506	0.01138578794
507	0.01136296851
508	0.0113364207
509	0.01131588872
510	0.01129853808
511	0.01128068997
512	0.0112589108
513	0.01123212359
514	0.01120532462
515	0.0111794684
516	0.01115258486
517	0.01112488616
518	0.01109763077
519	0.01107161805
520	0.01104331219
521	0.01102347998
522	0.01099439389
523	0.01097570519
524	0.01095302941
525	0.01092842632
526	0.01090736148
527	0.01088841385
528	0.01086547483
529	0.01084518738
530	0.01082741027
531	0.01081291504
532	0.01079366218
533	0.01076740364
534	0.01075397552
535	0.01071924672
536	0.01070210267
537	0.01067874997
538	0.01066129587
539	0.01063534349
540	0.01061115118
541	0.01059765121
542	0.01057810251
543	0.01055623666
544	0.01054275094
545	0.01052672079
546	0.01049960867
547	0.01047930149
548	0.01045362792
549	0.0104246007
550	0.01040451512
551	0.01037833592
552	0.01034984784
553	0.01033001091
554	0.01030977048
555	0.01028177424
556	0.01026702258
557	0.0102457151
558	0.01022855127
559	0.01020845054
560	0.01019132781
561	0.01016994124
562	0.0101590154
563	0.01014793767
564	0.01011795669
565	0.01009589467
566	0.0100620484
567	0.01004643583
568	0.01002894433
569	0.01000273879
570	0.009984193907
571	0.009967750775
572	0.009948624261
573	0.009934108718
574	0.009910308728
575	0.009892242706
576	0.009875758306
577	0.009853939143
578	0.009836300488
579	0.009826159006
580	0.009810098646
581	0.009788917262
582	0.00976398333
583	0.009748648741
584	0.009727554793
585	0.009713323628
586	0.009697393146
587	0.009685738979
588	0.009669545466
589	0.009656353395
590	0.009640363297
591	0.009617675101
592	0.009598091395
593	0.009582535347
594	0.009561687361
595	0.009543999695
596	0.009524635
597	0.009497592141
598	0.009482104728
599	0.009458677065
600	0.009437601006
601	0.009419988572
602	0.00940750749
603	0.009391325091
604	0.009373891855
605	0.009353939368
606	0.009332616834
607	0.009314703356
608	0.00930300564
609	0.009288981193
610	0.009274392733
611	0.009246406475
612	0.009222363817
613	0.009213552537
614	0.009202718076
615	0.009184309342
616	0.009157171969
617	0.009141830335
618	0.00912991417
619	0.009116756676
620	0.009094801209
621	0.009080792594
622	0.009068962412
623	0.009056588367
624	0.009046783341
625	0.009037174857
626	0.00901981364
627	0.009008246761
628	0.00899374698
629	0.008984764493
630	0.008969826966
631	0.008950158003
632	0.008935905083
633	0.008923726069
634	0.008906423364
635	0.008895931268
636	0.008885846699
637	0.008871109537
638	0.008848758178
639	0.008837936328
640	0.0088199487
641	0.008798977377
642	0.008780912058
643	0.008769409402
644	0.008759104997
645	0.00874745207
646	0.008735125038
647	0.008726073252
648	0.008712407107
649	0.008695269877
650	0.008681463299
651	0.008658718101
652	0.008641579273
653	0.008627843318
654	0.008616292425
655	0.00860499596
656	0.008584319496
657	0.008570671736
658	0.008557492767
659	0.008540571522
660	0.008523656183
661	0.008498862852
662	0.008489527153
663	0.008477678125
664	0.008463177636
665	0.008445000569
666	0.008433282966
667	0.008416159879
668	0.008407737445
669	0.008398580704
670	0.008387670159
671	0.008368325144
672	0.008356575674
673	0.008343100274
674	0.008328226309
675	0.008314008221
676	0.008296451176
677	0.008282967078
678	0.008269392775
679	0.008256597085
680	0.008246744613
681	0.008229388836
682	0.008215479265
683	0.008201193249
684	0.008187984541
685	0.008169986651
686	0.00815217022
687	0.00814065049
688	0.008129041819
689	0.008118767985
690	0.008107160214
691	0.008098273392
692	0.008088475266
693	0.00807604586
694	0.00805618534
695	0.008045269166
696	0.008032484379
697	0.008021817626
698	0.008010238189
699	0.008001363026
700	0.007992923022
701	0.007981389784
702	0.007968533941
703	0.007957949231
704	0.007943579547
705	0.007931744085
706	0.007919323944
707	0.007905538471
708	0.007893736145
709	0.007882941233
710	0.007869227239
711	0.007851076928
712	0.007844078113
713	0.00782869459
714	0.007818630978
715	0.007808408075
716	0.007792181191
717	0.007779363401
718	0.00776554751
719	0.007752439301
720	0.007742172552
721	0.007731078072
722	0.00771862021
723	0.007708794721
724	0.007700883561
725	0.007692942037
726	0.007681690404
727	0.007671513062
728	0.007658286752
729	0.007648979863
730	0.007628612156
731	0.007617285438
732	0.007608594996
733	0.007595546053
734	0.007580180385
735	0.007573055781
736	0.007567170606
737	0.007554453032
738	0.007543895831
739	0.007535802884
740	0.007524382666
741	0.007515426626
742	0.007503312112
743	0.0074963629
744	0.007485812673
745	0.007478999752
746	0.007469153504
747	0.007458140348
748	0.007448728534
749	0.007435152356
750	0.007424413495
751	0.007417209783
752	0.007407672192
753	0.00739783177
754	0.007388179248
755	0.007379017118
756	0.007370858336
757	0.00735868974
758	0.007351096902
759	0.007342128835
760	0.007336030637
761	0.007325942506
762	0.007312793824
763	0.007305538529
764	0.007296872313
765	0.007279216435
766	0.007271491582
767	0.007263407676
768	0.007249139073
769	0.007239046276
770	0.007229376757
771	0.007220273902
772	0.007214235227
773	0.007199468434
774	0.007187318474
775	0.007180302047
776	0.007171959807
777	0.00715934588
778	0.007147335156
779	0.007132931279
780	0.007122702743
781	0.007107510534
782	0.007101947847
783	0.007091207321
784	0.007084007673
785	0.007075267251
786	0.007067839991
787	0.007054711788
788	0.007044688659
789	0.00703537618
790	0.007026945195
791	0.007009984818
792	0.007002961392
793	0.006988395284
794	0.006979195683
795	0.006970599359
796	0.006958737362
797	0.006951053968
798	0.006944006021
799	0.006936571828
800	0.00692663223
801	0.006915010982
802	0.006901993586
803	0.006895103335
804	0.006887139794
805	0.006881157598
806	0.006875472535
807	0.006870031672
808	0.006862867235
809	0.006856212381
810	0.006851002845
811	0.006844912286
812	0.006837475528
813	0.006827732617
814	0.006813646038
815	0.00680581189
816	0.006800245992
817	0.006791001171
818	0.006784609799
819	0.006776611896
820	0.006770427142
821	0.006761433375
822	0.006754862432
823	0.006749418944
824	0.006740678889
825	0.006732691176
826	0.006725829142
827	0.006717484347
828	0.006705427969
829	0.006694496952
830	0.006682847247
831	0.006674597902
832	0.006667858563
833	0.006656882248
834	0.006641148504
835	0.006634238485
836	0.00662111366
837	0.006613503645
838	0.006601312786
839	0.006594386144
840	0.006586014864
841	0.006578721837
842	0.00657254878
843	0.006555741255
844	0.00654516472
845	0.006536243851
846	0.006527914209
847	0.006521441414
848	0.006513011273
849	0.006495388028
850	0.00648949565
851	0.006482864025
852	0.006472733805
853	0.006463971203
854	0.006457437832
855	0.006449499453
856	0.006441254672
857	0.006424425597
858	0.006412217996
859	0.006404226067
860	0.006397520486
861	0.006390681876
862	0.00638434405
863	0.00637526289
864	0.00636462332
865	0.006358395948
866	0.006350926996
867	0.006343007257
868	0.006338133691
869	0.00633302722
870	0.006324783138
871	0.006317842621
872	0.006309680561
873	0.006304347988
874	0.006297542944
875	0.006290089216
876	0.00627782794
877	0.006273255939
878	0.006265964983
879	0.006260535114
880	0.006252836187
881	0.006242141249
882	0.006232331984
883	0.006225884705
884	0.006217604171
885	0.006210149084
886	0.006203902894
887	0.006197994331
888	0.006192014884
889	0.00618490517
890	0.006171338199
891	0.006164274824
892	0.00615974663
893	0.006152422346
894	0.006143135342
895	0.00613460066
896	0.006122368044
897	0.006115895593
898	0.006109298537
899	0.006098636629
900	0.006090822681
901	0.006082020858
902	0.006074674174
903	0.006067386427
904	0.00606287394
905	0.006055284343
906	0.006048545242
907	0.006041444008
908	0.006033041573
909	0.006025472544
910	0.006017990875
911	0.006010124444
912	0.006004173286
913	0.005999282119
914	0.005988955533
915	0.005982971864
916	0.005976640507
917	0.005972694035
918	0.005967458804
919	0.005960665854
920	0.005956333651
921	0.005951037384
922	0.005944751873
923	0.005936152437
924	0.005928725503
925	0.00592191457
926	0.005914204807
927	0.005906500444
928	0.005896762382
929	0.005890066473
930	0.005884719365
931	0.00588008427
932	0.005870643335
933	0.005864685249
934	0.005858089614
935	0.00585384807
936	0.005848398769
937	0.005842572548
938	0.005836065286
939	0.005827918498
940	0.005823945215
941	0.005815647135
942	0.00581024832
943	0.005803944011
944	0.005793299094
945	0.005788569634
946	0.005784744905
947	0.005778104871
948	0.005769100451
949	0.005764784339
950	0.005759693473
951	0.00574854142
952	0.005738211798
953	0.005732669683
954	0.005726663253
955	0.005721498212
956	0.005715636382
957	0.005711548334
958	0.005705690866
959	0.00569916754
960	0.00569195878
961	0.005685105018
962	0.005679535635
963	0.005672149337
964	0.005667062376
965	0.005659551737
966	0.005653578315
967	0.00564817366
968	0.0056437249
969	0.005636716675
970	0.005629448042
971	0.005622573907
972	0.005617894151
973	0.005612743859
974	0.005608571757
975	0.0056019433
976	0.005598126699
977	0.005592800866
978	0.005589676709
979	0.005585623333
980	0.005579246992
981	0.005574278734
982	0.005565557064
983	0.005561951435
984	0.005558985487
985	0.005549472368
986	0.005542458625
987	0.005538428017
988	0.005534003037
989	0.005525763
990	0.00551568401
991	0.005510581947
992	0.005507561281
993	0.005503388328
994	0.00549657902
995	0.005488674306
996	0.005485450388
997	0.005478086536
998	0.005473501079
999	0.005468570291
	0.005246796161
998	0.005243334297
999	0.005238936436
